3801.02   84.0006
3801.89   84.5305
3802.77   79.7138
3803.64   76.9816
3804.52   78.173
3805.4   73.9437
3806.27   72.5259
3807.15   74.1237
3808.03   71.3516
3808.9   84.2144
3809.78   77.7192
3810.66   80.6323
3811.54   73.9958
3812.41   78.7619
3813.29   83.8468
3814.17   85.7957
3815.05   89.6182
3815.93   89.711
3816.81   82.5043
3817.68   84.5566
3818.56   89.0832
3819.44   88.1415
3820.32   89.7971
3821.2   87.7077
3822.08   86.7732
3822.96   92.7582
3823.84   96.15
3824.72   91.0426
3825.6   90.9239
3826.48   92.1744
3827.37   98.9904
3828.25   92.1486
3829.13   94.1785
3830.01   99.102
3830.89   92.2825
3831.78   88.8322
3832.66   100.732
3833.54   91.1549
3834.42   99.5025
3835.31   104.473
3836.19   98.8861
3837.07   105.313
3837.96   107.121
3838.84   105.736
3839.72   109.967
3840.61   113.456
3841.49   112.352
3842.38   110.046
3843.26   124.096
3844.15   127.019
3845.03   120.897
3845.92   116.397
3846.8   130.356
3847.69   134.016
3848.58   117.102
3849.46   125.82
3850.35   138.48
3851.23   128.406
3852.12   135.333
3853.01   133.37
3853.9   130.056
3854.78   127.728
3855.67   130.488
3856.56   129.988
3857.45   121.742
3858.34   131.314
3859.22   125.379
3860.11   124.459
3861.0   117.082
3861.89   121.634
3862.78   119.611
3863.67   117.741
3864.56   118.601
3865.45   117.515
3866.34   122.617
3867.23   117.718
3868.12   113.799
3869.01   113.363
3869.9   112.318
3870.79   103.985
3871.68   107.857
3872.58   110.404
3873.47   100.068
3874.36   102.557
3875.25   113.652
3876.14   102.051
3877.04   111.788
3877.93   103.297
3878.82   103.72
3879.72   104.461
3880.61   102.467
3881.5   100.135
3882.4   97.6664
3883.29   101.958
3884.19   95.9691
3885.08   98.6044
3885.97   91.7739
3886.87   96.9553
3887.76   99.0317
3888.66   99.4329
3889.56   97.7763
3890.45   92.8698
3891.35   93.2101
3892.24   92.49
3893.14   86.888
3894.04   93.5325
3894.93   92.276
3895.83   89.7551
3896.73   91.7544
3897.62   90.8743
