speclam specflux F_lam_all F_lam_tot rayscat
5289.91748046901 8.690625e-18 5.705231908033241e+43 2.782374119190195e+43 171.7605856183112
5291.45645225074 1.118687e-17 5.701642320636994e+43 2.781422910758795e+43 171.96055098289577
5292.99542403247 8.634671e-18 5.698055952548569e+43 2.780471994948729e+43 172.1606908979176
5294.53439581421 4.035532e-18 5.694472800027516e+43 2.779521371845374e+43 172.3610054649255
5296.07336759593 7.92393e-18 5.690892859338822e+43 2.778571041533742e+43 172.56149478549278
5297.61233937767 6.940599e-18 5.687316126752621e+43 2.7776210040984047e+43 172.76215896123114
5299.1513111594 7.124169e-18 5.68374259854452e+43 2.7766712596235812e+43 172.9629980937729
5300.69028294113 4.950759e-18 5.680172270995314e+43 2.7757218081930514e+43 173.1640122847851
5302.22925472286 1.142741e-17 5.676605140391138e+43 2.7747726498902315e+43 173.36520163596282
5303.76822650459 8.490552e-18 5.6730412030233965e+43 2.773823784798132e+43 173.5665662490309
5305.30719828632 7.02128e-18 5.66948045518875e+43 2.772875212999356e+43 173.76810622574357
5306.84617006805 8.699147e-18 5.665922893189154e+43 2.771926934576132e+43 173.96982166788464
5308.38514184978 1.48409e-17 5.662368513331791e+43 2.770978949610283e+43 174.1717126772675
5309.92411363151 1.140242e-17 5.658817311929101e+43 2.7700312581832513e+43 174.3737793557351
5311.46308541324 1.035741e-17 5.655269285298764e+43 2.7690838603760696e+43 174.57602180515934
5313.00205719497 2.249675e-17 5.651724429763672e+43 2.768136756269392e+43 174.7784401274427
5314.5410289767 1.569648e-17 5.648182741651961e+43 2.7671899459434794e+43 174.98103442451634
5316.08000075843 4.862384e-18 5.64464421729695e+43 2.7662434294782e+43 175.18380479834173
5317.61897254017 4.931325e-18 5.641108853037154e+43 2.7652972069530244e+43 175.3867513509099
5319.15794432189 1.274518e-17 5.637576645216372e+43 2.7643512784470674e+43 175.58987418423737
5320.69691610363 1.050479e-17 5.634047590183416e+43 2.7634056440390004e+43 175.79317340037923
5322.23588788536 8.207887e-18 5.630521684292457e+43 2.762460303807168e+43 175.9966491014101
5323.77485966709 1.417916e-17 5.626998923902703e+43 2.761515257829479e+43 176.20030138944026
5325.31383144882 1.283101e-17 5.623479305378582e+43 2.760570506183479e+43 176.40413036660783
5326.85280323055 4.42135e-18 5.619962825089648e+43 2.7596260489463283e+43 176.60813613508057
